Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-06-07 00:00:00-04:00,38.34036043183679,39.00409407757051,38.34036043183679,38.828399658203125,25928700,0.24,0.0
2024-06-10 00:00:00-04:00,38.63318770100916,38.88696646536128,38.27203598556439,38.721031188964844,37182700,0.0,0.0
2024-06-11 00:00:00-04:00,38.38916653250072,38.40868482451771,37.539975615456335,37.9304084777832,44629000,0.0,0.0
2024-06-12 00:00:00-04:00,38.84792081638489,38.9260088781325,38.164665169868215,38.46725082397461,38964700,0.0,0.0
2024-06-13 00:00:00-04:00,38.35012381413789,38.40868613908064,37.99873497070593,38.320838928222656,40018700,0.0,0.0
2024-06-14 00:00:00-04:00,38.16466501481135,38.53557585971809,37.97921145407983,38.30131912231445,32347900,0.0,0.0
2024-06-17 00:00:00-04:00,38.15490632582211,38.584379498501555,38.04753710179131,38.564857482910156,26135400,0.0,0.0
2024-06-18 00:00:00-04:00,38.61366834609535,39.0626635804415,38.51605825812175,39.033382415771484,30804500,0.0,0.0
2024-06-20 00:00:00-04:00,38.828403092749,39.34572725039873,38.79912192807899,39.033382415771484,29383300,0.0,0.0
2024-06-21 00:00:00-04:00,38.896726622988766,38.95529267325901,38.42820939115873,38.54534149169922,72251500,0.0,0.0
2024-06-24 00:00:00-04:00,38.81864439439391,39.375008870220185,38.701516010915796,39.06266403198242,31064900,0.0,0.0
2024-06-25 00:00:00-04:00,38.828402194995796,39.1114658584083,38.40868813502389,38.43797302246094,30928600,0.0,0.0
2024-06-26 00:00:00-04:00,38.23299393950341,38.40868837143092,37.54974195250095,38.06706237792969,44310200,0.0,0.0
2024-06-27 00:00:00-04:00,37.77423850500179,38.408687292749455,37.422849651015284,38.31108093261719,29464200,0.0,0.0
2024-06-28 00:00:00-04:00,38.7893643114696,39.10170915842066,38.37940937269365,38.81864547729492,52028200,0.0,0.0
2024-07-01 00:00:00-04:00,38.95529204820878,39.37500609313448,38.72103157433056,39.05289840698242,26770500,0.0,0.0
2024-07-02 00:00:00-04:00,39.043140096969545,39.980174565670254,39.00409606324602,39.95089340209961,35626100,0.0,0.0
2024-07-03 00:00:00-04:00,40.03874016228723,40.21443458860705,39.7751985228075,39.92161178588867,17100700,0.0,0.0
2024-07-05 00:00:00-04:00,39.95089394711727,39.98017511108738,39.326204292794664,39.44333267211914,23489000,0.0,0.0
2024-07-08 00:00:00-04:00,39.628781970575595,40.05825885413074,39.46285042807012,39.6483039855957,26728500,0.0,0.0
2024-07-09 00:00:00-04:00,39.784960809663,40.829368303419564,39.62878838765679,40.42917251586914,34697200,0.0,0.0
2024-07-10 00:00:00-04:00,40.29251719677292,40.76103440563728,40.087541616040475,40.74151611328125,25333400,0.0,0.0
2024-07-11 00:00:00-04:00,40.77079712455054,40.89768836505844,40.39988627261257,40.80984115600586,33824600,0.0,0.0
2024-07-12 00:00:00-04:00,40.49749785870155,40.91720818041601,40.10706497650271,40.5951042175293,31856600,0.0,0.0
2024-07-15 00:00:00-04:00,40.84888397517768,41.21979484991717,40.70247443338546,40.8879280090332,36648100,0.0,0.0
2024-07-16 00:00:00-04:00,41.50285767660664,43.337886273075256,41.21003487545963,43.074344635009766,75953300,0.0,0.0
2024-07-17 00:00:00-04:00,42.60582876477561,43.37692796353922,42.60582876477561,42.92793273925781,65713600,0.0,0.0
2024-07-18 00:00:00-04:00,42.576540957733215,43.18171227777333,41.90304816749427,41.98113250732422,48549200,0.0,0.0
2024-07-19 00:00:00-04:00,41.834727631496655,42.51798336743659,41.66879234028754,41.87377166748047,43903000,0.0,0.0
2024-07-22 00:00:00-04:00,41.61998711244643,41.8444847231586,40.95625342710434,41.28812026977539,42838300,0.0,0.0
2024-07-23 00:00:00-04:00,41.210038963391554,41.75664058683576,41.14171376046103,41.39549255371094,36705100,0.0,0.0
2024-07-24 00:00:00-04:00,41.26859519425532,41.727353251918764,41.06361961576713,41.180747985839844,36567200,0.0,0.0
2024-07-25 00:00:00-04:00,41.01481972553165,41.288120518752095,40.66343086370877,40.682952880859375,41593900,0.0,0.0
2024-07-26 00:00:00-04:00,40.58534757625566,40.95625474145141,40.419412287873016,40.67319107055664,52049300,0.0,0.0
2024-07-29 00:00:00-04:00,40.780559956126666,40.878170043586216,39.99969787367085,40.1070671081543,37133100,0.0,0.0
2024-07-30 00:00:00-04:00,40.06801721784149,40.88792321546438,39.83376048905985,40.29251480102539,44163200,0.0,0.0
2024-07-31 00:00:00-04:00,40.24371645363883,40.39012971927324,39.25787879849175,39.345726013183594,50851600,0.0,0.0
2024-08-01 00:00:00-04:00,39.47261581229321,39.48237868306806,38.047542001592674,38.55510330200195,60107800,0.0,0.0
2024-08-02 00:00:00-04:00,37.09098529626127,37.60830574178593,36.29060117458591,36.681034088134766,76728000,0.0,0.0
2024-08-05 00:00:00-04:00,34.79719881632092,36.07585922429289,34.29939671333146,35.773277282714844,76075200,0.0,0.0
2024-08-06 00:00:00-04:00,35.773281517514725,36.417493232658,35.66591227775013,36.03681945800781,40614100,0.0,0.0
2024-08-07 00:00:00-04:00,37.18858832133062,37.66686841127971,36.37844512516218,36.4077262878418,44952400,0.0,0.0
2024-08-08 00:00:00-04:00,36.91528944441227,37.500935068873154,36.759117029659755,37.29595947265625,36557800,0.0,0.0
2024-08-09 00:00:00-04:00,37.247156135666565,37.53021979979983,37.00313650591942,37.36428451538086,26411200,0.0,0.0
2024-08-12 00:00:00-04:00,37.57901990358619,37.80351749775541,37.100739830134394,37.25691223144531,33040600,0.0,0.0
2024-08-13 00:00:00-04:00,37.45213081384834,37.55950004405873,37.208111190077084,37.53997802734375,21553500,0.0,0.0
2024-08-14 00:00:00-04:00,37.598547189729366,37.98897638601499,37.51069996896235,37.88161087036133,25658900,0.0,0.0
2024-08-15 00:00:00-04:00,38.4867768971554,38.7307965306786,38.03778166509929,38.096343994140625,37379800,0.0,0.0
2024-08-16 00:00:00-04:00,38.067062746145666,38.477013942312524,38.05730359914155,38.398929595947266,26886600,0.0,0.0
2024-08-19 00:00:00-04:00,38.53557761976306,38.789360107559055,38.50629645711117,38.721031188964844,27268900,0.0,0.0
2024-08-20 00:00:00-04:00,38.18419083957423,38.30132294340531,37.42285078189259,37.76447677612305,44440800,0.0,0.0
2024-08-21 00:00:00-04:00,37.94016838020067,38.05730047530022,37.47165117013388,37.82304000854492,33751100,0.0,0.0
2024-08-22 00:00:00-04:00,37.852320215977365,38.35012229898657,37.64734463988827,38.30131912231445,35421600,0.0,0.0
2024-08-23 00:00:00-04:00,38.33060618850335,39.209074674261615,38.33060618850335,38.81864547729492,45616600,0.0,0.0
2024-08-26 00:00:00-04:00,39.04314162886052,39.23835808169365,38.71127477607744,38.96505355834961,44659500,0.0,0.0
2024-08-27 00:00:00-04:00,39.04313887191117,39.17003011580917,38.66246886366106,38.721031188964844,32323900,0.0,0.0
2024-08-28 00:00:00-04:00,38.3989304753794,39.30668382876055,38.389171328151775,38.99433898925781,40700500,0.0,0.0
2024-08-29 00:00:00-04:00,39.09194373394262,39.375007396578006,38.58438245994111,39.20907211303711,34810800,0.0,0.0
